PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 13.8 uM,Standard Deviation,Inhibition at 13.8 uM [1],Inhibition at 13.8 uM [2],Inhibition at 13.8 uM [3]
RESULT_TYPE,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,Normalized percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Standard deviation derived from the normalized percent inhibition of the triplicate data for each compound,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.,Percent inhibition of the confirmation screen at a compound concentration of 13.8 micromolar.
RESULT_UNIT,,,,,,,PERCENT,NONE,PERCENT,PERCENT,PERCENT
1182,85271239,4850860,Inactive,12,,,18.56,3.44291,23.4116,16.473,15.7909
1183,85271301,2419250,Active,29,,,43.18,3.8451,37.8014,45.1865,46.5562
1184,85273725,44246714,Inactive,0,,,-2.17,1.70761,-1.22647,-0.722785,-4.57066
1185,85302682,2192323,Inactive,0,,,-5.92,0.760391,-6.76778,-6.05763,-4.92152
1186,85304201,2222525,Active,19,,,28.75,1.9416,26.039,29.7074,30.4945
1187,85304495,2904000,Inactive,8,,,13.22,2.25818,10.2094,15.651,13.7899
1188,85305056,2979567,Inactive,12,,,18.22,0.765354,17.4719,19.2739,17.9252
1189,87334321,34757,Inactive,5,,,8.11,1.34268,9.64805,8.31119,6.37728
1190,87334616,2229313,Inactive,13,,,20.6,1.23501,19.5762,22.3377,19.8874
1191,87335288,234636,Active,19,,,28.69,1.581,27.9979,30.8717,27.1867
1192,87335437,235717,Inactive,10,,,16,2.02603,15.2868,13.945,18.7537
1193,87336700,2998844,Inactive,5,,,7.78,0.806908,8.04587,8.60867,6.68642
1194,87337560,692203,Active,27,,,40.87,2.44364,41.2733,43.6348,37.6908
1195,87338300,3124010,Inactive,1,,,2.47,0.749705,3.15714,2.82271,1.42615
1196,87338398,2946413,Active,56,,,83.61,3.24999,80.6509,82.0378,88.1332
1197,87343946,3237945,Active,20,,,30.81,0.751787,31.1528,29.7663,31.509
1198,87344527,3240496,Inactive,2,,,3.11,0.850371,2.53181,2.48017,4.30935
1199,87345869,661736,Inactive,14,,,21.28,1.71757,18.8524,22.6275,22.3483
1200,87345873,662069,Active,64,,,94.37,1.74605,95.3626,95.8263,91.9124
1201,87346619,1391813,Active,31,,,46.56,0.992515,45.2012,47.552,46.9137
1202,87347336,1896987,Inactive,3,,,5.89,1.41753,3.9216,6.53296,7.20916
1203,87348342,3741479,Active,25,,,38.19,1.01054,37.4721,39.6206,37.4818
1204,87349047,1716838,Active,44,,,66.24,2.26275,63.0463,67.7055,67.9757
1205,87349372,15945189,Active,34,,,50.52,1.42215,49.9004,49.1767,52.4896
1206,87349381,16196135,Active,27,,,41.08,1.44032,39.2485,42.7682,41.2191
1207,87349793,6602798,Inactive,7,,,10.86,0.312909,10.9329,10.4449,11.2007
1208,89850929,3791776,Active,64,,,94.9,0.961459,93.6626,96.0059,95.0388
1209,89851174,2374706,Active,29,,,44.07,0.802594,44.6973,42.9366,44.5743
1210,89851180,15945423,Active,19,,,28.63,1.62986,26.3791,29.3406,30.1785
1211,89851181,3683276,Inactive,0,,,-0.12,1.21126,0.844673,0.623984,-1.82803
1212,89851669,2092851,Active,31,,,47.04,1.62402,49.2314,46.5475,45.3466
1213,89852270,2532010,Active,23,,,34.17,2.77507,36.9524,35.1697,30.3803
1214,89852596,2578236,Active,21,,,31.03,1.99502,32.5135,28.2134,32.374
1215,89852663,232079,Active,61,,,91.08,1.19183,89.5182,92.4089,91.3171
1216,89853124,2544132,Active,19,,,28.75,1.50307,29.8347,26.6292,29.8004
1217,89853542,3431315,Active,22,,,33.04,0.96545,33.4997,33.9198,31.6943
1218,89853571,2336835,Active,20,,,29.65,2.02766,27.222,29.5566,32.1858
1219,89853858,6508318,Active,19,,,29.07,0.81617,27.9235,29.7613,29.5238
1220,89853861,3930624,Active,35,,,53.03,5.14575,55.2349,57.9324,45.9208
1221,89854469,3034525,Inactive,0,,,0.32,0.700905,-0.130443,1.30744,-0.223952
1222,89854493,2871,Active,24,,,36.55,0.678426,37.0131,35.5892,37.0432
1223,89854589,240739,Active,29,,,43.7,3.15479,43.7247,47.5559,39.8283
1224,89855461,97976,Active,29,,,43.32,1.63831,44.2254,41.0161,44.7073
1225,89855900,44825859,Active,61,,,90.61,2.19934,88.2063,93.5213,90.1022
1226,89856150,8816,Active,28,,,41.55,2.67226,37.9355,44.3179,42.3852
1227,92763324,91467,Active,65,,,97.16,0.615359,97.7086,97.4627,96.2978
1228,92763344,434610,Active,41,,,61.33,1.94681,59.9312,59.9712,64.0809
1229,92763357,5353548,Active,22,,,32.74,1.27308,34.4442,31.3895,32.3737
1230,92763360,3800,Active,16,,,24.59,1.29763,23.0598,24.4787,26.2324
1231,92763383,430588,Active,22,,,33.01,1.58683,32.9967,31.0806,34.9674
1232,92763388,54683835,Active,67,,,99.79,1.3326,100.32,97.9557,101.087
1233,92763404,247955,Active,20,,,29.66,1.46154,27.8214,29.7598,31.3972
1234,92763408,5368686,Inactive,11,,,16.67,0.792103,16.854,17.5418,15.6267
1235,92763411,104830,Active,63,,,93.55,1.41695,95.5443,92.3542,92.765
1236,92763412,604599,Active,67,,,99.62,0.55131,100.282,98.9317,99.6408
1237,92763413,430508,Active,67,,,98.83,2.14671,96.3603,98.5432,101.595
1238,92763418,5153,Active,39,,,58.17,0.69346,58.0553,57.3798,59.0673
1239,92763420,5370239,Active,67,,,100.03,0.252081,100.377,99.9342,99.7831
1240,92763425,310900,Active,66,,,98.2,2.85342,95.892,102.219,96.4835
1241,92763432,429598,Active,64,,,94.93,0.888023,96.1824,94.2181,94.391
1242,92763433,429599,Active,61,,,90.26,2.05715,93.161,89.0007,88.6187
1243,92763434,619061,Active,65,,,97.24,1.36336,97.6201,98.6859,95.4122
1244,92763435,4366047,Active,53,,,79.32,1.60565,77.0519,80.5021,80.4122
1245,92763437,45280820,Active,67,,,98.77,1.36779,96.8357,99.6834,99.7882
1246,92763438,430232,Active,65,,,96.05,0.843197,95.2476,97.2128,95.6798
1247,92763440,181390,Active,68,,,101.34,0.668254,100.994,102.269,100.743
1248,92763446,45280821,Active,66,,,97.75,0.592478,97.1711,98.5621,97.5084
1249,92763448,433350,Active,68,,,100.72,1.54602,99.6306,102.903,99.6159
1250,92763449,5363794,Active,66,,,98.03,1.31163,97.6924,99.7726,96.6121
1251,92763735,457901,Active,52,,,77.37,3.02819,73.3177,80.5981,78.1871
1252,92763763,361115,Inactive,15,,,23.39,5.48625,17.0801,22.6381,30.4552
1253,92763821,3826912,Inactive,6,,,9.11,5.7048,17.0863,4.07793,6.16201
1254,92763827,3711067,Active,57,,,84.44,1.83335,85.9617,85.4966,81.8609
1255,92763837,2921,Active,21,,,31.97,1.322,33.2125,30.1408,32.5643
1256,92763845,331783,Active,67,,,98.84,1.03251,99.4279,97.3914,99.7084
1257,92763846,433332,Active,67,,,98.72,0.483857,99.3085,98.7293,98.1234
1258,92763859,334489,Inactive,13,,,19.94,1.18207,18.3632,20.2468,21.2094
1259,92763861,609635,Active,67,,,99.79,1.36421,99.494,98.2801,101.583
1260,92763862,336482,Inactive,2,,,3.5,1.92519,3.78619,1.01203,5.70164
1261,92763921,341502,Inactive,11,,,17.13,5.92215,10.3085,16.3267,24.7483
1262,92763934,4274774,Active,60,,,89.36,2.89971,85.2886,91.8306,90.9552
1263,92764003,5381230,Active,22,,,33.01,1.47381,31.3699,32.7146,34.9437
1264,92764018,45280985,Active,27,,,40.27,1.658,38.4218,42.4418,39.9314
1265,92764022,421494,Active,56,,,82.66,1.75749,82.1025,80.8352,85.0318
1266,92764050,299645,Active,68,,,100.76,0.215261,100.982,100.83,100.469
1267,92764053,300567,Active,20,,,30.13,3.04875,27.4618,34.3951,28.5254
1268,92764137,40586,Active,58,,,86.06,2.373,86.9137,88.4401,82.8197
1269,92764146,431377,Active,66,,,98.06,2.86841,94.3253,98.5665,101.297
1270,92764228,3769570,Inactive,7,,,11.03,3.08422,6.7538,12.4458,13.9017
1271,92764363,388029,Inactive,7,,,10.51,0.902048,9.23079,11.1206,11.1672
1272,92764377,45280989,Inactive,6,,,9.02,0.901454,10.2959,8.40086,8.36683
1273,92764423,391131,Active,17,,,25.98,0.634853,25.0895,26.336,26.518
1274,92764431,392789,Active,21,,,32.31,2.30651,29.8731,35.408,31.6588
1275,92764459,403758,Active,30,,,45.44,2.17049,48.4546,44.46,43.4188
1276,92764806,6514881,Active,71,,,105.06,0.642193,105.088,104.262,105.834
1277,92764839,386513,Active,30,,,45.25,1.70106,47.4761,43.3481,44.9212
1278,92764852,392739,Active,41,,,61.83,3.08112,61.3857,65.8063,58.2986
1279,92764863,395175,Active,32,,,47.74,0.036553,47.6925,47.7805,47.7511
1280,93576581,407401,Active,60,,,89.72,1.87313,90.0116,91.8517,87.2917
1281,93576637,16218404,Inactive,8,,,12.25,6.438,18.0549,3.2705,15.4147
1282,93576767,16211806,Active,26,,,39.49,0.960299,38.2329,39.658,40.5661
1283,93576889,233768,Active,68,,,101.08,2.04127,102.346,102.697,98.2018
1284,93576890,2199,Active,67,,,98.92,0.702299,99.898,98.2814,98.5803
1285,93577336,274146,Active,51,,,75.44,1.65036,76.1101,77.0432,73.1702
1286,93577483,275781,Active,29,,,44.1,3.19065,45.9113,39.6204,46.7819
1287,93577662,45480024,Inactive,14,,,21.56,1.2238,20.2193,23.179,21.2872
1288,99355555,46902089,Active,17,,,25.95,1.17111,27.2768,26.1435,24.4279
1289,99355610,21773133,Active,56,,,82.66,1.66026,81.1709,84.976,81.8305
1290,99355656,235262,Active,22,,,32.96,1.48322,30.9094,34.3783,33.5793
1291,99355729,5140086,Active,53,,,79.53,2.04674,81.3371,80.5888,76.6698
1292,99355754,1318,Active,17,,,25.43,1.4069,23.5751,26.9827,25.7244
1293,99355762,3704473,Active,68,,,100.88,2.26369,99.6545,98.9351,104.056
1294,99355911,46902301,Inactive,3,,,5.12,1.06157,3.98339,4.84535,6.53897
1295,99356005,278275,Inactive,0,,,0.23,2.37934,3.30196,-2.49719,-0.100743
1296,99356200,283138,Active,62,,,92.71,1.34609,90.8109,93.5068,93.8028
1297,99356336,291832,Inactive,12,,,17.72,0.7891,16.723,18.6522,17.7916
1298,99357018,5311510,Inactive,16,,,24.23,4.13899,18.3726,27.0796,27.2241
1299,99357610,288760,Inactive,2,,,3.99,1.91112,2.34248,2.95514,6.66804
1300,99358329,4042376,Active,19,,,29.44,1.17399,29.3516,28.0419,30.9139
1301,99358358,303610,Inactive,0,,,-15.82,1.01062,-14.9271,-15.3011,-17.2333
1302,99360146,46904527,Inactive,2,,,3.4,1.01873,4.8366,2.58336,2.78134
1303,99360525,309417,Inactive,0,,,-2.32,1.39105,-3.16067,-0.35489,-3.4321
1304,99360561,313562,Active,30,,,44.67,4.31767,42.8178,50.6343,40.5562
1305,99360613,46904888,Active,31,,,46.72,4.09621,51.9156,46.325,41.9048
1306,99360737,317824,Active,45,,,67.52,1.98673,70.303,66.4398,65.8084
1307,99361025,328145,Active,23,,,34.86,2.02846,37.2584,35.0297,32.2982
1308,99454010,56603505,Active,65,,,95.91,0.171162,95.8484,96.1409,95.7345
1309,99454783,46942957,Inactive,16,,,24.28,0.837292,24.6218,23.1217,25.083
1310,99456488,18565526,Inactive,2,,,3.45,1.83376,2.06119,2.24132,6.03812
1311,99494501,46948009,Active,19,,,28.72,1.93555,26.2719,28.8997,31.0033
1312,99494636,46948092,Inactive,13,,,20.03,1.50126,18.1391,20.142,21.8114
1313,99495015,46948357,Inactive,10,,,14.77,1.06046,15.6624,13.2773,15.361
1314,99495061,46948385,Inactive,11,,,17.07,2.74802,20.6412,13.957,16.6112
1315,99495104,46948412,Inactive,8,,,12.75,1.68636,10.5302,13.109,14.6142
1316,99495276,46948523,Active,20,,,30.46,1.25848,28.7046,31.1102,31.5768
1317,99495292,46948534,Inactive,12,,,18.76,1.59566,18.2006,20.9333,17.1469
1318,99495593,44237404,Inactive,2,,,4.15,0.806098,3.5364,5.29336,3.63457
1319,99495594,447912,Inactive,9,,,13.59,0.427826,13.0022,14.016,13.7388
1320,103050557,49778353,Active,27,,,40.23,1.41444,41.4696,40.9633,38.2482
1321,103050733,49778479,Inactive,11,,,17.19,2.87433,16.5817,20.9803,14.02
1322,103050822,20900939,Active,22,,,32.73,1.31114,32.3638,31.3372,34.486
1323,103050925,49778617,Inactive,15,,,22.74,0.821486,22.6339,23.7982,21.7947
1324,103051080,49778725,Inactive,6,,,10.16,2.39943,6.85648,12.4745,11.1609
1325,103051155,49778775,Active,32,,,47.68,1.27848,46.05,49.1711,47.8325
1326,103059940,49786279,Active,27,,,40.39,1.28793,42.1812,39.7592,39.2196
1327,103060090,49786380,Active,17,,,25.75,3.13382,21.3438,27.5476,28.3608
1328,103060210,5767849,Active,45,,,67.25,1.70893,67.2907,69.3203,65.135
1329,103060431,49786589,Inactive,14,,,20.85,2.22558,20.5119,23.7229,18.3021
1330,103060526,49786650,Active,34,,,50.1,0.238023,50.1159,49.8022,50.3846
1331,103060675,4911827,Active,18,,,27.99,2.93135,29.22,30.8023,23.9457
1332,103060790,49786838,Active,28,,,41.53,2.47837,45.0342,39.9105,39.6525
1333,103073482,6321740,Active,16,,,24.65,1.33607,23.0284,26.3005,24.6083
1334,103073664,658507,Active,58,,,85.78,3.36239,81.025,88.1669,88.1485
1335,103073703,49789324,Inactive,13,,,19.18,1.33519,19.0244,17.6248,20.8845
1336,103073782,49789372,Active,27,,,41.15,2.52804,44.7265,39.4048,39.3235
1337,103073788,49789375,Active,19,,,28.18,1.54706,29.5971,26.0286,28.917
1338,103074028,49789533,Inactive,10,,,15.42,1.18475,17.0906,14.6417,14.5176
1339,103074195,49789643,Active,22,,,33.2,2.62188,29.5436,35.5504,34.515
1340,103074429,49789815,Inactive,12,,,19.14,3.28644,19.8747,14.7995,22.7486
1341,103074595,4800249,Inactive,12,,,18.67,2.29344,21.6836,18.1833,16.1281
1342,103074635,49789957,Active,25,,,37.53,1.68366,39.0681,35.1849,38.3293
1343,103074644,49789964,Inactive,12,,,18.6,1.08913,17.8452,20.1436,17.8215
1344,103074720,49790008,Active,16,,,24.55,1.91211,25.9996,25.7957,21.8453
1345,103074978,49790172,Inactive,13,,,20.61,2.54483,23.9638,17.806,20.0457
1346,103075072,49790233,Active,21,,,31.65,1.51519,32.9802,29.5327,32.4469
1347,103075148,49790290,Active,19,,,29.14,0.71992,29.7241,29.5617,28.1222
1348,103075172,49790309,Inactive,5,,,8.06,2.93453,4.1191,11.1586,8.89804
1349,103075554,49790588,Active,18,,,27.44,2.02464,27.6074,24.8786,29.8293
1350,103075613,49790635,Inactive,0,,,-3.01,1.30061,-1.38007,-3.07831,-4.56352
1351,103075722,49790706,Inactive,12,,,17.84,0.557578,18.0146,18.4242,17.0911
1352,103075922,49790811,Active,26,,,39.06,0.445416,39.6862,38.724,38.7596
1353,103075979,49790844,Active,20,,,29.56,2.43388,26.2229,30.4929,31.9611
1354,103075993,49790854,Inactive,11,,,17.32,1.22568,18.415,15.6128,17.947
1355,103076120,22324,Active,28,,,41.97,1.4674,43.7311,42.0341,40.1385
1356,103076162,6197,Active,58,,,85.81,1.8359,85.045,88.3427,84.046
1357,103076657,49791326,Inactive,12,,,18.37,0.168743,18.6081,18.2675,18.235
1358,103076707,49791365,Active,37,,,55.46,1.43195,53.5269,56.9454,55.9161
1359,103076812,49791448,Active,17,,,25.5,0.437704,26.0497,25.4621,24.9793
1360,103076813,49791449,Active,16,,,24.53,1.02038,23.7609,25.9723,23.8579
1361,103076817,49791453,Inactive,11,,,17.56,1.3805,18.1924,15.6497,18.8517
1362,103158709,49792139,Active,23,,,33.89,2.90693,37.926,31.1932,32.5526
1363,103158751,49792164,Inactive,12,,,18.26,0.580805,17.786,17.9111,19.0758
1364,103159082,49792370,Active,16,,,24.97,2.77526,28.4808,21.6957,24.7264
1365,103159179,49792434,Active,20,,,30.37,2.78418,26.7318,33.4929,30.8859
1366,103159588,49792730,Inactive,13,,,19.61,1.83826,21.513,17.1273,20.2036
1367,103159760,49792846,Active,23,,,34.75,1.04418,33.4599,34.7614,36.0175
1368,103162504,49795119,Active,40,,,59.6,1.16797,61.2523,58.7726,58.7766
1369,103162587,49795174,Active,17,,,25.45,1.38137,27.3725,24.1969,24.7729
1370,103162744,49795262,Inactive,0,,,-0.76,2.35978,0.0443709,1.64466,-3.96568
1371,103162835,49795319,Inactive,15,,,23.37,2.74488,27.1324,22.2947,20.6698
1372,103162984,49795408,Inactive,4,,,6.51,1.35374,7.01349,7.85013,4.653
1373,121282799,51359039,Active,34,,,50.31,0.969682,51.4091,50.482,49.0517
1374,121282802,51359042,Active,37,,,55.53,1.16419,56.5507,56.1426,53.9024
1375,121282818,51359058,Active,35,,,51.83,1.74045,52.7667,49.3867,53.3267
1376,121283146,333624,Inactive,8,,,12.47,1.94262,12.0556,10.318,15.0231
1377,121283337,335633,Inactive,3,,,5.14,1.12268,6.51109,5.15792,3.76122
